worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,feedback_count,frontload_count,frontload_missed,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate,level_2_contributors
23982569,10089511,1,0,0,0,0,0,0,prodege,CAN,BC,Victoria,24.68.156.242,,,0,,1.0,0,1.0
24161452,9468902,1,0,0,0,0,0,0,prodege,CAN,QC,Gaspé,24.226.172.96,,,0,,1.0,0,1.0
24796792,8000000001254370841,1,0,0,0,0,0,0,superrewards,USA,NY,New York,108.30.49.176,,,0,,1.0,60,1.0
25501111,10472818,0,0,0,0,0,0,0,prodege,,,,,,,0,,1.0,0,1.0
25537288,2021608CEFAB857B2BFA95FAD8D0CB36,1,0,0,0,0,0,0,neodev,GBR,I2,Manchester,90.244.159.212,,,0,,1.0,60,1.0
25990856,aimwaters,1,0,0,0,0,0,0,instagc,USA,NV,Las Vegas,98.160.220.169,,,0,,1.0,0,
26220338,6359224,1,0,0,0,0,0,0,clixsense,USA,MA,Stoughton,96.252.94.91,,,0,,1.0,0,1.0
26945888,10833699,1,0,0,0,0,0,0,prodege,GBR,"","",92.11.170.36,,,0,,1.0,60,1.0
28302687,2802153,1,0,0,0,0,0,0,fusioncash,USA,NV,Las Vegas,184.2.198.166,,,0,,1.0,0,1.0
28341974,A7D52D1E17E3D6010FA9E28369487118,1,0,0,0,0,0,0,neodev,AUS,07,Melbourne,122.151.217.139,,,0,,1.0,60,1.0
28374729,D68332B8A6936E800FA9E28369487118,0,0,0,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
28457001,6565725,0,0,0,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28592189,11580599,0,0,0,0,0,0,0,prodege,,,,,,,0,,1.0,0,1.0
28867362,391573,0,0,0,0,0,0,0,bitcoinget,,,,,,,0,,1.0,0,1.0
29339019,6691267,1,0,0,0,0,0,0,clixsense,USA,TN,Knoxville,24.96.84.188,,,0,,1.0,0,1.0
29411108,deanna198888,1,0,0,0,0,0,0,instagc,USA,OH,Fairfield,71.79.16.89,,,0,,1.0,60,1.0
29582088,150727,1,0,0,0,0,0,0,gifthunterclub,GBR,I2,Manchester,89.242.211.218,,,0,,1.0,0,1.0
29665651,7096386,0,0,0,0,0,0,0,superrewards,,,,,,,0,,1.0,0,1.0
29741801,kirbysman2,1,0,0,0,0,0,0,instagc,USA,GA,Columbus,75.137.23.220,,,0,,1.0,60,1.0
29857340,30667,1,0,0,0,0,0,0,elite,GBR,F2,Aldershot,92.3.91.66,,,0,,1.0,0,1.0
29881713,5854937,0,0,0,0,0,0,0,prizerebel,,,,,,,0,,1.0,0,1.0
29946110,505955F5BF2CD11C93CA06397A287A80,1,0,0,0,0,0,0,neodev,USA,OH,Barberton,184.56.204.181,,,0,,1.0,0,1.0
30188827,35345,1,0,0,0,0,0,0,elite,CAN,ON,Toronto,99.226.180.98,,,0,,1.0,60,1.0
30195183,n00bia,0,0,0,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0
30303589,8ADB14B69C0E16AC0DD4E15F98F7C799,1,0,0,0,0,0,0,neodev,CAN,ON,Ottawa,99.224.17.85,,,0,,1.0,60,1.0
30353911,34056,0,0,0,0,0,0,0,eup_slw,,,,,,,0,,1.0,0,1.0
30377251,MicheleRoden,1,0,0,0,0,0,0,instagc,USA,AL,Albertville,71.91.48.237,,,0,,1.0,0,1.0
30475246,6920054,1,0,0,0,0,0,0,clixsense,GBR,"","",5.152.200.199,,,0,,1.0,60,1.0
30501901,435170,0,0,0,0,0,0,0,bitcoinget,,,,,,,0,,1.0,0,1.0
30527377,jirapon,1,0,0,0,0,0,0,instagc,IRL,"","",80.111.11.207,,,0,,1.0,0,1.0
30544555,6940847,0,0,0,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30551926,obstetrix,0,0,0,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0
30672947,3A4E82B3087B1D8441A29D4352C72707,1,0,0,0,0,0,0,neodev,USA,NY,Brooklyn,68.194.50.21,,,0,,1.0,60,1.0
30686536,42373,1,0,0,0,0,0,0,elite,USA,VA,Manassas,207.244.72.195,,,0,,1.0,0,
30726390,mscdyson,1,0,0,0,0,0,0,instagc,USA,NY,Ridgewood,24.104.232.133,,,0,,1.0,0,
30766630,43275,1,0,0,0,0,0,0,elite,CAN,ON,Orillia,99.242.103.148,,,0,,1.0,60,1.0
30774743,drlilithsternin,1,0,0,0,0,0,0,instagc,USA,CA,Santa Ana,23.240.186.186,,,0,,1.0,60,1.0
30964362,46244,1,0,0,0,0,0,0,elite,USA,IL,Bluffs,68.69.45.10,,,0,,1.0,0,1.0
30968810,7349AF1AE2F72261044935D48A84480F,1,0,0,0,0,0,0,neodev,CAN,MB,Winnipeg,24.79.204.171,,,0,,1.0,60,1.0
31005742,235F7A6B8440AB16044935D48A84480F,1,0,0,0,0,0,0,neodev,GBR,"","",88.107.38.106,,,0,,1.0,60,1.0
31091755,2894367,1,0,0,0,0,0,0,prodege,CAN,ON,Scarborough,70.29.27.69,,,0,,1.0,60,1.0
31093070,48449,1,0,0,0,0,0,0,elite,USA,VA,Manassas,192.96.205.154,,,0,,1.0,0,
31200844,kimdjones78,1,0,0,0,0,0,0,instagc,USA,TX,Fort Worth,97.93.249.131,,,0,,1.0,60,1.0
31201051,49715,1,0,0,0,0,0,0,elite,CAN,ON,Oakville,50.101.18.191,,,0,,1.0,0,1.0
31256687,457250,1,0,0,0,0,0,0,bitcoinget,USA,NY,Brooklyn,47.20.249.233,,,0,,1.0,0,1.0
31282868,10231298,1,0,0,0,0,0,0,prodege,USA,NV,Reno,66.214.210.25,,,0,,1.0,60,1.0
31285423,75FF94FB39ADC3B70DD4E15F98F7C799,1,0,0,0,0,0,0,neodev,CAN,AB,Edmonton,108.181.54.116,,,0,,1.0,0,1.0
31297454,52AEED4209B899B793CA06397A287A80,1,0,0,0,0,0,0,neodev,CAN,QC,Hudson,173.178.135.201,,,0,,1.0,60,1.0
31390871,chanceporter,1,0,0,0,0,0,0,instagc,USA,OR,Portland,24.21.17.49,,,0,,1.0,60,1.0
31398340,0B425DBD487E2F30044935D48A84480F,1,0,0,0,0,0,0,neodev,USA,FL,Tampa,162.252.81.71,,,0,,1.0,0,
31410417,55C9872E1FCB343441A29D4352C72707,0,0,0,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31437191,53022,0,0,0,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
31443509,1125592,1,0,0,0,0,0,0,tremorgames,CAN,ON,Brampton,135.0.88.137,,,0,,1.0,60,1.0
31479657,87F9611A0B1E0826BD9CE4BD64DFB8C1,1,0,0,0,0,0,0,neodev,USA,VA,Manassas,207.244.72.201,,,0,,1.0,0,
31509147,53926,1,0,0,0,0,0,0,elite,USA,KS,Wichita,192.200.23.60,,,0,,1.0,60,
31574983,54857,1,0,0,0,0,0,0,elite,USA,IA,Des Moines,104.128.21.90,,,0,,1.0,60,1.0
31578803,88CEE7F4084864C80DD4E15F98F7C799,1,0,0,0,0,0,0,neodev,AUS,07,Clayton,118.138.197.14,,,0,,1.0,60,1.0
31608218,112FC5ECBA9F47250DD4E15F98F7C799,1,0,0,0,0,0,0,neodev,USA,CA,Pittsburg,67.180.124.79,,,0,,1.0,60,1.0
31625236,14019587,1,0,0,0,0,0,0,prodege,CAN,ON,Mississauga,99.229.110.52,,,0,,1.0,60,1.0
31670554,1164852,1,0,0,0,0,0,0,tremorgames,USA,NC,Fayetteville,65.191.90.111,,,0,,1.0,60,1.0
31695021,C37C9D453FB1ADE9044935D48A84480F,1,0,0,0,0,0,0,neodev,AUS,08,Perth,106.68.56.223,,,0,,1.0,60,1.0
31702334,241081,0,0,0,0,0,0,0,gifthunterclub,,,,,,,0,,1.0,0,1.0
31712707,785C45605A60F3080FA9E28369487118,1,0,0,0,0,0,0,neodev,GBR,"","",5.152.221.68,,,0,,1.0,0,1.0
31714628,811113,1,0,0,0,0,0,0,gifthulk,USA,FL,Spring Hill,173.168.193.187,,,0,,1.0,60,1.0
31861180,64BB73F04DA048C36964A2442E880D82,0,0,0,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31878946,6BD30623CE0A0BAD93CA06397A287A80,1,0,0,0,0,0,0,neodev,CAN,BC,Kelowna,24.71.128.51,,,0,,1.0,0,1.0
31901176,dragonxx21,1,0,0,0,0,0,0,instagc,CAN,BC,Victoria,24.68.114.99,,,0,,1.0,0,1.0
