"roll","pitch","yaw","f0","RMSenergy"
-14.00486,5.88396,-2.29466,266.978393237657,0.0265679945570151
-13.78464,5.88125,-1.18595,264.836773338596,0.0261179170867114
-13.57107,5.82065,-0.02468,262.67248966063,0.0254500071549147
-13.38931,5.79194,1.21786,260.485058285227,0.0248616953051192
-13.17817,5.8119,2.3275,258.957563179555,0.0248728934775094
-12.99434,5.80433,3.55686,257.980276369398,0.0260882237528293
-12.82723,5.7886,4.75412,259.970789973025,0.0281748395176382
-12.6616,5.75944,5.88314,261.247592853054,0.0304741894267254
-12.46235,5.77795,6.93709,258.556268829619,0.0321222045513283
-12.33771,5.81093,8.19339,252.605369367239,0.0331303206955019
-12.19382,5.82198,9.28521,247.352864020592,0.0337022650024505
-12.05895,5.87828,10.24558,246.222667768595,0.0338950930578512
-11.91662,5.8857,11.0048,246.200416104666,0.0337672685195051
-11.81817,5.93461,11.75656,245.694617997,0.0333926418572033
-11.73023,5.89818,12.40263,244.522250290135,0.0330924374566481
-11.63646,5.8415,12.9675,243.233708599306,0.0329335299041113
-11.51363,5.867,13.32989,242.495111362608,0.0327720163784518
-11.39434,5.83746,13.63495,242.4242,0.0324713973760985
-11.25363,5.84021,13.74187,242.375344368829,0.032084205129953
-11.1449,5.86494,13.82227,242.873942503433,0.0318143056234263
-11.02802,5.85526,13.72011,244.041321856867,0.0318710296975932
-10.92883,5.85749,13.50154,245.332061213892,0.0323355907016001
-10.82671,5.88236,13.13205,246.077858423654,0.0329807135946485
-10.72722,5.91042,12.661,246.204457950009,0.0336146670274871
-10.61533,5.92648,12.09093,245.711859792958,0.0339929945334451
-10.5084,5.98136,11.43422,244.548701353965,0.0345628253276042
-10.37205,6.0366,10.56323,243.306358646259,0.035684561392837
-10.26474,6.03117,9.63724,242.129221729289,0.0374553886645541
-10.1686,6.07661,8.71425,240.414413926499,0.0395240605864439
-10.07167,6.21167,7.72,238.525649312916,0.0414531163034394
-9.98654,6.38756,6.75065,237.614127883302,0.0430932096165199
-9.88235,6.50877,5.79512,238.456411388048,0.044054540761423
-9.79369,6.69903,4.97145,240.584189176509,0.0444787127897893
-9.64324,6.81989,4.1281,244.0263719764,0.0441392685973235
-9.50724,7.02199,3.44798,248.882232892487,0.043417654286671
-9.35206,7.21286,2.86182,254.749263541709,0.0426068663835399
-9.1688,7.47021,2.26953,260.957386956815,0.0415725272941273
-9.00594,7.60534,1.83007,267.432582292201,0.0400250660081036
-8.85825,7.78902,1.45801,275.026417428701,0.0377259219827976
-8.72852,8.0029,1.17071,283.306323763791,0.0352271484135524
-8.59345,8.18019,0.93039,290.413307451111,0.0329527458161765
-8.50718,8.34368,0.8243,295.880226359858,0.0307136806360905
-8.41789,8.52769,0.73776,302.308383401113,0.0290135927316874
-8.34607,8.74672,0.74775,310.292576349195,0.0285225857175567
-8.31009,8.87151,0.85761,316.241619973886,0.0294878934874985
-8.24449,9.09779,0.93629,315.263568363831,0.0322478328930109
-8.23399,9.20974,1.15023,320.838786404977,0.034563300871117
-8.19576,9.42703,1.31008,338.796689875753,0.0358205239908489
-8.19725,9.51989,1.53107,360.321245042632,0.0362480345876187
-8.14962,9.78863,1.60482,371.31096505206,0.0379214116387506
-8.11787,9.98724,1.64493,368.828661920992,0.0408401590445174
-8.08862,10.22503,1.63956,365.770404489897,0.0426179017062805
-8.0695,10.40398,1.57515,363.127545644976,0.0432286006041401
-8.05108,10.65894,1.47344,359.599578699086,0.0429338110706389
-7.99324,10.90063,1.26191,353.270954529741,0.0422617106222104
-7.91058,11.17891,1.0137,348.463767089181,0.0397652030232071
-7.77736,11.5106,0.67875,349.212237037439,0.0362455533058974
-7.63751,11.80435,0.37124,348.393178399036,0.0323581659299859
-7.49435,12.06556,0.0605,340.572468595041,0.0297565109090909
-7.31721,12.42241,-0.29329,328.695027794634,0.0284916253011908
-7.15285,12.71264,-0.66992,320.49498949751,0.0289225523313717
-6.94712,13.0865,-1.06241,316.918083442267,0.0299589146114505
-6.75052,13.41166,-1.43547,312.201109043021,0.0297846542348544
-6.56597,13.77079,-1.74429,307.515426091235,0.028745679348907
-6.36363,14.12103,-2.05818,300.425085899158,0.0265931614840865
-6.13247,14.50734,-2.36494,289.329993486077,0.0252885293416489
-5.89844,14.87943,-2.62859,276.098532980033,0.0234131673653611
-5.70498,15.27314,-2.79119,264.853683463592,0.0213609652459323
-5.49829,15.68629,-2.96587,258.748668081365,0.0187821879741403
-5.29519,16.09985,-3.08754,254.987032576724,0.0170085712369009
-5.03054,16.44606,-3.25469,251.872875701581,0.0162750261735425
-4.84274,16.77079,-3.31603,247.240403349932,0.0161043906880942
-4.67705,17.037,-3.37027,241.330518750117,0.0168160704784708
-4.55349,17.25427,-3.39719,238.775579516553,0.0181391662747812
-4.44354,17.43371,-3.39178,241.393624880186,0.0200021672196013
-4.33503,17.55348,-3.37626,246.444938993374,0.0213957544666634
-4.26197,17.64926,-3.29285,249.013192596403,0.0223173713808275
-4.2767,17.71482,-3.15756,245.646032488056,0.0223281088056373
-4.31152,17.77854,-3.08092,247.018419337496,0.0211216552572309
-4.36427,17.90979,-2.9773,180.022134573814,0.0189185221504439
-4.42082,17.99054,-2.87208,100.690567369402,0.016316132228599
-4.44372,18.13111,-2.81527,15.9177099849232,0.0134564690352839
-4.48891,18.21055,-2.75294,0,0.0104290027894975
-4.51189,18.36192,-2.78601,-8.94312874918176,0.00767349324085543
-4.54113,18.56995,-2.80157,55.86770053949,0.0058541006391696
-4.59842,18.6817,-2.79403,144.139554766937,0.00512691553708907
-4.63311,18.81958,-2.86749,170.19902766773,0.00545412906037661
-4.6338,19.04969,-3.02433,97.3700812615924,0.00639225264765106
-4.62803,19.16669,-3.21788,68.4027787036505,0.00773253242946026
-4.59436,19.36353,-3.46252,126.708012304732,0.00941690184107835
-4.51762,19.58233,-3.74813,213.036868307336,0.0114015353667752
-4.44487,19.69334,-4.02457,236.10877036092,0.0131774249291217
-4.30862,19.92885,-4.34665,244.593148253015,0.0140066191101392
-4.16592,20.10797,-4.67476,251.330927387958,0.0139659842507922
-4.03238,20.26192,-4.94723,253.380659193607,0.0133328430517156
-3.89015,20.42491,-5.16735,252.019224564797,0.0121259236823438
-3.74371,20.58531,-5.38485,249.597437720595,0.0112337482083064
-3.6466,20.6753,-5.52804,250.121949460322,0.0117657620816794
-3.54135,20.79783,-5.69876,256.252825948318,0.0143138172451915
-3.4939,20.89509,-5.78608,265.852737303443,0.0180877078476855
-3.45852,20.93432,-5.85994,275.404875424727,0.021679300305063
-3.46562,20.89053,-5.91129,283.41174821635,0.0245689390456023
-3.51179,20.83569,-5.93533,290.144063399541,0.0264031802201362
-3.54523,20.79434,-6.01559,294.067904405344,0.0274959155454583
-3.57282,20.71105,-6.12131,293.578318469896,0.0280785559710276
-3.60004,20.68685,-6.2561,290.578260330578,0.0280745120661157
-3.61153,20.62077,-6.42653,286.485421952643,0.0275906446151544
-3.55834,20.58631,-6.71297,282.303229941374,0.026970847082147
-3.47589,20.50343,-7.01017,278.125470787425,0.0267189053285769
-3.37347,20.40619,-7.32471,274.521225245708,0.0264361916356827
-3.22806,20.27703,-7.6962,272.456378901115,0.0252524248523134
-3.10972,20.15022,-8.01197,271.387478170445,0.0232891476414668
-2.93907,20.01161,-8.36343,271.1864,0.0215471832266199
-2.81465,19.9014,-8.61601,271.275058012114,0.0204338031647393
-2.63252,19.77878,-8.91252,270.116743231484,0.0192091873676058
-2.50154,19.61675,-9.15084,273.036479492983,0.0176786044952467
-2.39202,19.51553,-9.33318,278.272609329602,0.0166070492878869
-2.37227,19.36703,-9.35849,282.213804730086,0.0162291764853398
-2.34687,19.23324,-9.38667,279.495964963392,0.0157471349326385
-2.36579,19.10642,-9.37759,272.157289048932,0.0147823313393368
-2.38371,18.97196,-9.40988,268.760230022934,0.0140190296111325
-2.42306,18.80857,-9.46041,268.662766609176,0.013956898457213
-2.47483,18.65648,-9.50528,270.216406082555,0.0146968158685543
-2.50612,18.4639,-9.62181,269.698617154092,0.0161662317179158
-2.5225,18.29986,-9.79397,267.16056445832,0.0181857832788854
-2.51525,18.0765,-9.99697,263.980765620359,0.0202958729057686
-2.45793,17.8679,-10.32137,262.285554142146,0.0226510224400181
-2.37858,17.73041,-10.66844,263.462046599,0.0261551220040481
-2.27184,17.6607,-11.03432,266.682264078956,0.0308229744999981
-2.12289,17.58033,-11.44695,270.338530848632,0.0355589977699418
-1.983,17.52776,-11.78032,274.808266278822,0.0391205087777274
-1.83018,17.45355,-12.06207,279.596053164552,0.0415539591715709
-1.60674,17.33841,-12.38148,284.403895521327,0.0432461886062277
-1.4068,17.17793,-12.60429,289.777079376256,0.0437873012825444
-1.27641,16.88672,-12.69249,298.809960920202,0.0431628453870156
-1.11115,16.62779,-12.79862,310.527235476581,0.0415997547735597
-1.02935,16.33686,-12.75702,321.056668522835,0.0405809875535843
-0.94287,15.94421,-12.75305,328.014778180172,0.0398609665233137
-0.88526,15.54719,-12.68047,331.224379550225,0.0396146046757255
-0.8458,15.09759,-12.62127,333.515089705899,0.0389835848828048
-0.83463,14.63722,-12.53412,335.859712687391,0.038189753905099
-0.85517,14.19474,-12.39741,338.36433961854,0.0373268238932392
-0.85928,13.64866,-12.26332,340.056358546367,0.0361247247168421
-0.89332,13.12317,-12.08235,340.273762022754,0.0349430867262401
-0.94863,12.58494,-11.85583,341.117349129594,0.0326700493746843
-1.02854,12.07083,-11.58927,342.500379806502,0.030160246467943
-1.11431,11.59742,-11.3005,343.044547504387,0.026958012638268
-1.24809,11.11463,-10.87533,342.207640069737,0.0237501740742043
-1.40908,10.48528,-10.37017,340.824163467632,0.0199247669035763
-1.573,9.84656,-9.84177,340.4255,0.0160227923704679
-1.76912,9.19712,-9.22307,340.4255,0.0128711607420133
-2.02388,8.52045,-8.41115,340.4255,0.0105860269307005
-2.30823,7.79423,-7.48546,340.4255,0.00878648321487606
-2.60275,7.06012,-6.42255,340.4255,0.00692252582384238
-2.89611,6.33461,-5.33048,354.51177790893,0.00547340118652468
-3.1963,5.6428,-4.15073,279.188387385188,0.00442265276984462
-3.50382,4.88029,-2.92165,165.932753821521,0.00374638813497376
-3.81514,4.12236,-1.5991,38.5653250526605,0.00322697235371079
-4.12101,3.38292,-0.25304,0,0.00277079979758613
-4.37397,2.72515,1.066,0,0.00369713266727027
-4.60156,2.05554,2.37795,-14.4406433560678,0.00612835640175991
-4.76645,1.406,3.65093,61.376448123193,0.00990876430292307
-4.90678,0.88923,4.80928,176.592693797347,0.013215900545664
-5.0719,0.36102,5.90355,304.259891639761,0.0155329768150953
-5.2392,-0.11785,6.77427,339.95212830008,0.0172573886465586
-5.42714,-0.53362,7.42069,333.326036040391,0.0184608745998152
-5.6233,-0.86349,7.84467,326.533814545305,0.0187745274999345
-5.74734,-1.16704,7.98282,320.012997133814,0.0180849666687368
-5.824,-1.31402,7.84883,313.747620824276,0.0168831985341335
-5.88692,-1.4278,7.60662,307.722979103143,0.0159892867106016
-5.89801,-1.4141,7.19568,301.342178949751,0.0154776280986872
-5.90125,-1.3773,6.6234,298.717321986689,0.0150651474094332
-5.89605,-1.36481,5.99978,298.677366550064,0.0147961769619027
-5.86681,-1.33847,5.20004,295.300934246452,0.0145645890111078
-5.84305,-1.29004,4.4941,286.487896639967,0.0143893684683994
-5.8449,-1.2444,3.92634,276.023383667117,0.0139352522426662
-5.86017,-1.19632,3.36799,269.411197980463,0.0132734348345424
-5.87208,-1.09872,2.7897,266.617552640775,0.0126427653455997
-5.90921,-1.04715,2.20953,264.045485378747,0.0123138701776728
-5.9461,-1.05623,1.61123,262.219473700003,0.0122270525142449
-5.98586,-1.07441,1.14677,260.894237858273,0.0122787843681558
-6.01295,-1.0164,0.66338,259.48970212766,0.0125331515255772
-6.04251,-1.02436,0.23393,258.337833120705,0.0130721755527537
-6.06325,-0.98396,-0.18369,257.730256128759,0.01381142619816
-6.09093,-0.91963,-0.58218,256.806793780141,0.0144701702788742
-6.12041,-0.87741,-0.93077,255.358789555126,0.0150868466000471
-6.16345,-0.92178,-1.25758,254.238283089091,0.0157578889633318
-6.21002,-0.87396,-1.69548,253.883018918848,0.0163396154449304
-6.27943,-0.85948,-2.05889,253.9682,0.016834248492119
-6.34152,-0.85371,-2.4708,253.9682,0.0171952256482684
-6.4138,-0.82461,-2.79743,253.9682,0.0175417552359431
-6.46923,-0.79244,-3.11368,253.9682,0.0179268050717388
-6.52346,-0.76026,-3.47576,254.202806247171,0.0184466145948393
-6.61135,-0.77835,-3.71301,255.202548447561,0.0191371621572156
-6.70626,-0.77086,-3.9092,256.65024139265,0.0200090425077725
-6.82976,-0.7709,-3.98041,257.782252082951,0.0210165554919955
-6.95707,-0.79375,-4.05662,258.149300806243,0.0222657172281314
-7.0737,-0.82023,-4.07748,257.836287981174,0.0237130121433729
-7.2105,-0.86283,-3.96887,256.843213607743,0.0252219290324331
-7.34203,-0.87766,-3.87529,255.395763636364,0.0266885602479339
-7.4805,-0.90158,-3.71546,254.257398516213,0.0282202671595913
-7.61802,-0.93845,-3.56423,253.88368054428,0.0299150404446499
-7.75447,-0.95694,-3.40136,254.190148509666,0.0314766719397731
-7.89228,-0.97103,-3.23497,255.176712992304,0.0325316874105931
-8.02832,-0.97298,-3.18456,256.850446030701,0.0333711378374717
-8.1696,-0.95928,-3.22952,259.484733429733,0.0348980047224913
-8.32873,-0.94108,-3.29302,263.73973776736,0.0372261696960593
-8.46624,-0.99126,-3.44304,269.355824311887,0.0402137297760476
-8.59036,-0.99679,-3.66064,275.587497878326,0.042599423938733
-8.70113,-1.01137,-3.91902,282.366071292122,0.044317043112773
-8.77129,-0.98504,-4.20793,290.82019562496,0.0453737822560973
-8.81936,-0.94305,-4.54497,301.072478214966,0.0455495076655231
-8.83707,-0.98328,-4.90093,311.038949133335,0.0447383601643165
-8.83867,-0.93105,-5.15576,319.324208208344,0.0429329808350886
-8.82748,-0.81788,-5.36693,326.278541693074,0.0413668752965142
-8.78256,-0.71692,-5.52315,332.936662922155,0.0406510639463278
-8.71813,-0.62054,-5.6892,340.00088862991,0.039859296343658
-8.65857,-0.58851,-5.79237,346.970109408168,0.0391430763075174
-8.59948,-0.44842,-5.78996,352.342932987889,0.0384725247469219
-8.55865,-0.33748,-5.76748,355.109298217285,0.0380614733021561
-8.53826,-0.22356,-5.68405,355.711753090101,0.037675134178062
-8.53447,-0.08617,-5.60555,355.5555,0.0368639284380951
-8.54494,0.01208,-5.52266,355.183077764891,0.036287837482388
-8.5658,0.12368,-5.4178,353.37136912892,0.0352026664894178
-8.58486,0.23007,-5.26762,350.644252611219,0.0334385577580072
-8.59472,0.33346,-5.1088,348.088290538705,0.0307676409144409
-8.60263,0.40181,-5.00133,345.260121404921,0.0278560974352853
-8.60443,0.50349,-4.96023,341.15146882064,0.0256970651323475
-8.60202,0.60607,-5.01151,336.531651062707,0.0239022769022669
-8.60818,0.75925,-5.00345,333.757683219661,0.0229486256517851
-8.58824,0.87339,-5.04583,333.192105545309,0.0223788741861431
-8.57267,0.97796,-5.05189,331.645582869852,0.0225943335342644
-8.55059,1.18722,-5.15358,322.827671643801,0.0227743491296312
-8.54419,1.36594,-5.17204,308.066476924602,0.0223959510144825
-8.56245,1.50106,-5.18494,292.928728427657,0.0221620283581816
-8.53803,1.76384,-5.30084,282.671165869527,0.0219887419392119
-8.53096,1.89902,-5.41747,277.122529832503,0.0221263739791761
-8.55595,2.0486,-5.45144,272.935640028583,0.0219084305893246
-8.58411,2.25332,-5.50782,270.057370003255,0.0216155613572201
-8.62648,2.49672,-5.55306,266.891054611301,0.0215399605205976
-8.67413,2.60814,-5.60578,263.164812196162,0.0216195842548702
-8.72978,2.68482,-5.63446,259.761626736978,0.0217275228832462
-8.77758,2.82233,-5.73348,257.230309148899,0.0218997923765662
-8.82793,2.99777,-5.80865,255.429840013992,0.022185038575699
-8.91246,3.13906,-5.8597,254.32073420904,0.0222822139429232
-9.00703,3.23014,-5.94083,253.563932373573,0.0215457603823203
-9.10511,3.30772,-6.01825,251.7152,0.0201079657024793
-9.21057,3.29854,-6.05532,248.593227071073,0.0183767890946129
-9.31436,3.31349,-6.13163,246.712073091672,0.0163791336390947
-9.42542,3.40052,-6.26045,243.725165982888,0.014040605426486
-9.57596,3.46738,-6.4836,239.041459034977,0.0113532151021254
-9.77333,3.58137,-6.73317,236.837324300663,0.00885846634784826
-9.96862,3.71302,-7.08508,240.167440568074,0.006921572854416
-10.12871,3.88334,-7.52594,245.874923941876,0.00553595746414558
-10.25332,3.99432,-7.97494,247.617960724534,0.00465894379174601
-10.31295,4.11874,-8.4217,247.035486152816,0.00421210116250949
-10.31154,4.27615,-8.76587,249.372582299309,0.00405082377760776
-10.23768,4.39751,-9.24264,234.4864750289,0.00409716511732994
-10.15286,4.54184,-9.57895,142.377727025804,0.00465697669262109
-10.10098,4.73615,-9.77143,76.8490545117828,0.00618386999714172
-10.0541,5.00862,-9.99872,103.465255008025,0.00857418924297668
-10.04448,5.13775,-10.07688,197.210440837517,0.0112954723755934
-10.03203,5.35709,-10.08406,260.374781574625,0.0139155914758183
-10.05694,5.46941,-9.95909,246.923468193229,0.01648579337541
-10.08096,5.45299,-9.81046,243.503328340111,0.0188325386929503
-10.1349,5.5867,-9.59746,241.711808939388,0.0208030026100214
-10.25801,5.70276,-9.27441,238.868130247784,0.0222175147847087
-10.41993,5.8775,-8.89308,234.124206896655,0.0229967991649114
-10.57533,6.05041,-8.67843,230.85425244361,0.0233172137026963
-10.77133,6.13609,-8.3983,231.198673110005,0.0232314641149841
-10.92009,6.24049,-8.22996,233.754692625959,0.0227419807195582
-11.01415,6.33014,-8.16357,235.917121131434,0.0219031775596826
-11.07866,6.56114,-8.12282,237.477961490372,0.0208513599368474
-11.10919,6.69853,-8.1261,238.465734435761,0.0200135534322774
-11.13801,6.8458,-8.15906,238.99072383076,0.0196232400134686
-11.13049,6.98595,-8.19862,239.715710000037,0.0197146866388815
-11.09139,7.10937,-8.3091,241.10770652178,0.0201239256817901
-11.04347,7.17402,-8.35571,243.001488901526,0.0207253300656219
-10.99015,7.33283,-8.32425,244.727648206249,0.021553700925777
-10.91008,7.46108,-8.41121,245.783803709842,0.0225102298455604
-10.87518,7.53506,-8.38231,246.21880208239,0.0234925663965595
-10.84576,7.62173,-8.34416,246.1538,0.024359829767555
-10.81221,7.67763,-8.32386,246.1538,0.0250131085764846
-10.82393,7.70617,-8.26033,246.1538,0.0255452874309829
-10.83438,7.65091,-8.22842,246.1538,0.0261529938154581
-10.88072,7.54466,-8.09127,246.272789172768,0.026776129336673
-10.94309,7.36609,-7.92325,247.218097558074,0.0271227313134847
-11.04409,7.26748,-7.7313,249.411646608727,0.0270158548692614
-11.18098,7.13956,-7.51019,252.086242261373,0.0267164507391251
-11.283,6.99053,-7.44494,254.620573856013,0.026197567918358
-11.39783,6.87639,-7.34812,256.588705544934,0.0252021666938407
-11.47913,6.76699,-7.36079,258.792180896333,0.023951661887732
-11.54103,6.68057,-7.40872,261.95965672437,0.0228828093484206
-11.549,6.64206,-7.49745,266.791894214876,0.0219868066115702
-11.5105,6.6259,-7.61334,273.012215353419,0.021128818655837
-11.42136,6.64203,-7.78379,279.320650603654,0.0201444774354351
-11.35077,6.70238,-7.91122,285.981689285006,0.0201369404104546
-11.26429,6.80063,-8.03135,292.820682011231,0.0204272756191239
-11.17588,6.89913,-8.20532,298.533968071638,0.0206906376076831
-11.12314,7.0868,-8.33467,301.157075639102,0.0209604498580937
-11.08325,7.27605,-8.46272,299.232587941516,0.0215861082075955
-11.05956,7.42302,-8.5197,294.368018879565,0.0225186154821186
-11.03783,7.5168,-8.54353,290.427603757356,0.0223563368311453
-11.04193,7.56819,-8.55154,290.409791904268,0.0216130606236695
-11.05058,7.65377,-8.50998,293.264776968749,0.0208478267580035
-11.06855,7.70944,-8.48251,294.390694764094,0.0204118974767761
-11.09939,7.74415,-8.46786,291.898750805308,0.0199746079255413
-11.12262,7.78198,-8.49079,287.069323042101,0.0200778665840719
-11.14492,7.81892,-8.50629,280.748847801069,0.0207759216169015
-11.15913,7.83123,-8.5207,272.40886748987,0.0227112033637374
-11.1822,7.82968,-8.51192,262.507175705323,0.0245137658336482
-11.19277,7.77151,-8.55811,252.709707581307,0.0261328401755778
-11.1839,7.71497,-8.60311,243.897399323205,0.0266253522165147
-11.15791,7.728,-8.69387,237.065351154368,0.026514046500679
-11.14756,7.69246,-8.71941,232.884929886003,0.0258062796662788
-11.13935,7.64552,-8.73703,230.61145450243,0.0239599980938983
-11.15148,7.55986,-8.72019,226.500349638781,0.0214683666977317
-11.16527,7.48535,-8.686,219.816282741527,0.0186243351821812
-11.16631,7.44419,-8.71308,211.338769942272,0.0165578774651034
-11.17675,7.32719,-8.74074,202.963165942856,0.0146065667698633
-11.20322,7.23378,-8.72584,196.789881583978,0.0131506783255578
-11.24967,7.08625,-8.69448,194.515543665471,0.0119190986622345
-11.2642,6.99509,-8.7119,194.909038596426,0.0111090808020906
-11.29657,6.91402,-8.6739,195.793374851939,0.00998849740494372
-11.32327,6.87075,-8.68522,196.578932820281,0.00880053552738793
-11.35707,6.76282,-8.66707,188.934896101224,0.00769454501130612
-11.35177,6.65009,-8.72922,118.355422065254,0.00678889380943097
-11.36986,6.57173,-8.73146,52.1826358840024,0.00593518457170699
-11.3798,6.46088,-8.72707,-5.3659955121977,0.0051264495684297
-11.39232,6.40106,-8.73267,0,0.00453894700033672
-11.39222,6.39278,-8.72417,7.85775946559538,0.00395541688717832
-11.36646,6.37661,-8.73228,77.9984584139257,0.00338875088261396
-11.35045,6.28944,-8.71828,135.231475866759,0.00294335689659507
-11.32091,6.18126,-8.69065,122.48707185799,0.00277303748868828
-11.27959,6.0674,-8.69681,52.4602534816239,0.00273418377901073
-11.23829,5.97954,-8.67664,-5.03483528746005,0.00269840239655953
-11.18004,5.93029,-8.76288,0,0.00264269505580477
-11.14428,5.88574,-8.82408,0,0.00264801377369439
-11.1369,5.82245,-8.86667,0,0.00263711753956579
-11.14622,5.7921,-8.89113,0,0.00261156150183884
-11.1546,5.7408,-8.92384,0,0.00249156223966942
-11.16703,5.67688,-8.99126,0,0.00244875859594671
-11.17852,5.62749,-9.03123,0,0.00240839287157347
-11.19699,5.58128,-9.06339,0,0.0024086143944719
-11.21469,5.53449,-9.08324,0,0.00233716176571801
-11.21423,5.51498,-9.1184,0,0.00230097772946885
-11.21083,5.44473,-9.14296,0,0.00231172059574468
-11.22499,5.38537,-9.12067,0,0.00234133188969243
-11.21901,5.29018,-9.20192,0,0.00234416324927326
-11.26152,5.27076,-9.13331,0,0.00229504932620123
-11.28665,5.30161,-9.1185,0,0.0022882372656226
-11.31437,5.29493,-9.12098,0,0.0022652510281942
-11.3156,5.30884,-9.18407,0,0.00222766461907897
-11.30247,5.29552,-9.25517,0,0.00218292136141779
-11.28642,5.20941,-9.38701,0,0.00214600260518016
-11.31971,5.17004,-9.36755,0,0.00214275312944416
-11.33837,5.03582,-9.38638,0,0.00210330956415341
-11.35862,5.00388,-9.3531,0,0.0020613271466727
-11.32962,4.97416,-9.43749,0,0.00200916446202799
-11.34678,4.9574,-9.41048,0,0.00191569709226717
-11.34303,4.90519,-9.46782,0,0.00184587648709449
-11.33616,4.8853,-9.49299,0,0.00178599859089974
-11.31942,4.89316,-9.54136,0,0.0017749636800654
-11.32364,4.87271,-9.48124,0,0.00175690984388808
-11.32117,4.81062,-9.44447,0,0.00174328800699617
-11.28125,4.71774,-9.50452,0,0.00176109706818462
-11.27217,4.63357,-9.46785,0,0.00177222042384834
-11.26767,4.598,-9.41722,0,0.0017810582417159
-11.23637,4.60014,-9.4312,0,0.00180862628202807
-11.22744,4.58397,-9.43786,0,0.00183995069992031
-11.22075,4.54571,-9.43072,0,0.0019107753355544
